date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:40:32	182/182	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Sep%202015%2013:33:08%20GMT	http://www.tutorialesya.com.ar/robots.txt		(from )
07:40:32	15746/15746	---M-Z	200	added ('OK')	text/html	etag:%223d82-51e21aa9dd131-gzip-gunzip-gzip%22	http://www.tutorialesya.com.ar/	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/index.html	(from )
07:40:33	109518/109518	---M-Z	200	added ('OK')	text/css	etag:%221abce-5111df6ffc278-gzip-gunzip-gzip%22	http://www.tutorialesya.com.ar/css/bootstrap.min.css	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/css/bootstrap.min.css	(from http://www.tutorialesya.com.ar/)
07:40:33	396/396	---M-Z	200	added ('OK')	text/css	etag:%2218c-5111df709b9c5-gzip-gunzip-gzip%22	http://www.tutorialesya.com.ar/css/estilos.css	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/css/estilos.css	(from http://www.tutorialesya.com.ar/)
07:40:34	15746/15746	---M-Z	200	added ('OK')	text/html	etag:%223d82-51e21aa9dd131-gzip-gunzip-gzip%22	http://www.tutorialesya.com.ar/index.html	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/index-2.html	(from http://www.tutorialesya.com.ar/)
07:40:34	4553/4553	---M-Z	200	added ('OK')	text/html	etag:%2211c9-518817a439057-gzip-gunzip-gzip%22	http://www.tutorialesya.com.ar/acercade.html	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/acercade.html	(from http://www.tutorialesya.com.ar/)
07:40:35	249/249	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Tue,%2015%20Sep%202015%2013:33:11%20GMT	http://www.tutorialesya.com.ar/cmasmasya	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya	(from http://www.tutorialesya.com.ar/)
07:40:36	8390/8390	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:11%20GMT	http://www.tutorialesya.com.ar/cmasmasya/	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/index.html	(from http://www.tutorialesya.com.ar/)
07:40:38	35234/35234	---MC-	200	added ('OK')	text/javascript	date:Tue,%2015%20Sep%202015%2013:36:25%20GMT	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/My%20Web%20Sites/Tutoriales%20Ya/pagead2.googlesyndication.com/pagead/js/f.txt	(from http://www.tutorialesya.com.ar/)
07:40:39	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-5111df695b614%22	http://www.tutorialesya.com.ar/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/fonts/glyphicons-halflings-regular.eot	(from http://www.tutorialesya.com.ar/css/bootstrap.min.css)
07:40:39	25252/25252	---MC-	200	added ('OK')	text/javascript	date:Thu,%2006%20Aug%202015%2018:26:56%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/Tutoriales%20Ya/www.google-analytics.com/analytics.js	(from http://www.tutorialesya.com.ar/)
07:40:40	23320/23320	---M--	200	added ('OK')	application/x-font-woff	etag:%225b18-5111df6a986a9%22	http://www.tutorialesya.com.ar/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/fonts/glyphicons-halflings-regular.woff	(from http://www.tutorialesya.com.ar/css/bootstrap.min.css)
07:40:41	3665/3665	---M-Z	200	added ('OK')	text/css	etag:%22e51-512d95169724a-gzip-gunzip-gzip%22	http://www.tutorialesya.com.ar/cmasmasya/principal.css	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/principal.css	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:41	62927/62927	---M--	200	added ('OK')	image/svg+xml	etag:%22f5cf-5111df6a39b43%22	http://www.tutorialesya.com.ar/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/fonts/glyphicons-halflings-regular.svg	(from http://www.tutorialesya.com.ar/css/bootstrap.min.css)
07:40:42	6727/6727	---M-Z	200	added ('OK')	text/html	etag:%221a47-512d951734588-gzip-gunzip-gzip%22	http://www.tutorialesya.com.ar/cmasmasya/politicas.htm	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/politicas.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:43	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f6f-5111df695b614%22	http://www.tutorialesya.com.ar/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/fonts/glyphicons-halflings-regulard41d.eot	(from http://www.tutorialesya.com.ar/css/bootstrap.min.css)
07:40:43	7273/7273	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:19%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=1&codigo=128&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconceptoe04e.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:44	7730/7730	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:19%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=2&codigo=129&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconceptoe68b.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:44	41280/41280	---M--	200	added ('OK')	application/x-font-ttf	etag:%22a140-5111df6a2ca9a%22	http://www.tutorialesya.com.ar/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/fonts/glyphicons-halflings-regular.ttf	(from http://www.tutorialesya.com.ar/css/bootstrap.min.css)
07:40:45	9149/9149	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:20%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=3&codigo=130&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconceptod35f.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:45	6606/6606	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:21%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=4&codigo=131&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconcepto14c2.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:45	27555/27555	---MC-	200	added ('OK')	text/javascript	date:Tue,%2015%20Sep%202015%2013:36:17%20GMT	http://pagead2.googlesyndication.com/pagead/show_ads.js	C:/My%20Web%20Sites/Tutoriales%20Ya/pagead2.googlesyndication.com/pagead/f.txt	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:45	8999/8999	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:21%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=5&codigo=132&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconcepto72e9.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:46	13153/13153	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:22%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=6&codigo=133&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconceptoa2b3.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:46	11213/11213	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:22%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=7&codigo=134&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconcepto5d43.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:46	15288/15288	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:22%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=8&codigo=135&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconceptoe8d7.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:47	24250/24250	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:23%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=9&codigo=136&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconcepto3ab8.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:48	27060/27060	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:23%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=10&codigo=137&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconceptoadff.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:48	13332/13332	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:24%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=11&codigo=138&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconceptoc1fb.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:48	7643/7643	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:24%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=12&codigo=139&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconcepto48b7.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
07:40:48	24882/24882	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Sep%202015%2013:33:24%20GMT	http://www.tutorialesya.com.ar/cmasmasya/detalleconcepto.php?punto=13&codigo=140&inicio=0	C:/My%20Web%20Sites/Tutoriales%20Ya/www.tutorialesya.com.ar/cmasmasya/detalleconcepto65be.html	(from http://www.tutorialesya.com.ar/cmasmasya/)
